streaming-service        | CLI1 | Q1 | transaction_id,store_id,payment_method_id,voucher_id,user_id,original_amount,discount_applied,final_amount,created_at
streaming-service        | CLI1 | Q1 | 07fc0704-4ac6-42a5-affe-619ca82a57a3,10,4,,,87.0,0.0,87.0,2024-07-13 11:45:23
streaming-service        | CLI1 | Q1 | e1cae31a-13c8-4b06-b59b-dc5cfe5cb876,4,3,,258923.0,81.0,0.0,81.0,2024-07-13 11:45:40
streaming-service        | CLI1 | Q1 | 4d6b0f25-7a4f-44e0-978f-6751ff54f083,3,2,,171167.0,76.5,0.0,76.5,2024-07-13 11:48:02
streaming-service        | CLI1 | Q1 | 10b9db66-8c01-4d20-9331-567b1a9dcb08,4,1,,294470.0,78.0,0.0,78.0,2024-07-13 11:50:06
streaming-service        | CLI1 | Q1 | bd90df8c-8793-40dd-a89d-19c635a84e24,5,3,,154398.0,81.0,0.0,81.0,2024-07-13 11:51:07
streaming-service        | CLI1 | Q1 | 0d19f906-dadb-426a-b1df-44a8b1b04d3c,8,2,,,82.5,0.0,82.5,2024-07-13 11:53:46
streaming-service        | CLI1 | Q1 | d32a26a7-51ac-4602-9a79-34831a238b41,4,2,,,78.0,0.0,78.0,2024-07-13 11:56:42
streaming-service        | CLI1 | Q1 | 58d36578-a6cc-42d1-9205-ceb88f98823a,4,3,,,84.0,0.0,84.0,2024-07-13 11:56:46
streaming-service        | CLI1 | Q1 | 967775ef-8cd5-426c-8d0d-93d87922913a,8,4,,,76.0,0.0,76.0,2024-07-13 11:57:02
streaming-service        | CLI1 | Q1 | ca590e70-f826-48ef-8e82-efd88c7337c8,7,2,,,75.0,0.0,75.0,2024-07-13 12:01:49
streaming-service        | CLI1 | Q1 | 59fa06cd-ea95-4a07-ae83-1cca08fe9c3c,2,5,,294575.0,78.0,0.0,78.0,2024-07-13 12:02:02
streaming-service        | CLI1 | Q1 | c62797c5-d8f0-4c29-979b-af345ac44831,1,5,,294597.0,76.0,0.0,76.0,2024-07-13 12:04:05
streaming-service        | CLI1 | Q1 | 1fcaffd5-14b2-4703-b0f8-41c1237eab25,7,5,,294599.0,75.0,0.0,75.0,2024-07-13 12:04:23
streaming-service        | CLI1 | Q1 | 5f675dda-eea9-44ac-8350-cf644ac05647,4,4,,125610.0,76.0,0.0,76.0,2024-07-13 12:09:03
streaming-service        | CLI1 | Q1 | f1802672-668d-4c50-9280-cc89b817be97,4,2,,169799.0,84.0,0.0,84.0,2024-07-13 12:09:52
streaming-service        | CLI1 | Q1 | 7ca6c878-48c0-4d68-95a3-233400adcb65,4,1,,1905.0,82.5,0.0,82.5,2024-07-13 12:10:59
streaming-service        | CLI1 | Q1 | 0ed87bef-c3e9-4de8-aaeb-108c1b05972b,2,3,,294699.0,78.0,0.0,78.0,2024-07-13 12:15:23
streaming-service        | CLI1 | Q1 | 4d3e1d09-8279-4cc7-a2d8-21fa4744d9c9,4,5,,,77.0,0.0,77.0,2024-07-13 12:15:33
streaming-service        | CLI1 | Q1 | c665f633-2207-4153-8d00-92007e276f76,6,5,,164575.0,76.0,0.0,76.0,2024-07-13 12:15:39
streaming-service        | CLI1 | Q1 | 19ba8175-c602-4c50-a95f-d956defd4384,5,1,,,85.5,0.0,85.5,2024-07-13 12:16:08
streaming-service        | CLI1 | Q1 | 95a79276-2091-4c9e-85e6-0f6133170860,3,5,,,76.0,0.0,76.0,2024-07-13 12:16:31
streaming-service        | CLI1 | Q1 | f3702d5f-02fb-444b-8b55-5f9c3a3a7603,5,2,,113470.0,81.0,0.0,81.0,2024-07-13 12:19:23
streaming-service        | CLI1 | Q1 | 13cc593d-3adc-487e-b172-24981e328a4c,2,2,,,75.0,0.0,75.0,2024-07-13 12:19:35
streaming-service        | CLI1 | Q1 | bdbcbdee-7491-4ed0-b0d7-dac21fbae21e,4,1,,219770.0,78.0,0.0,78.0,2024-07-13 12:19:58
streaming-service        | CLI1 | Q1 | 2b1ae62c-f14b-4894-b599-befc0b796fda,10,3,,,81.0,0.0,81.0,2024-07-13 12:24:48
streaming-service        | CLI1 | Q1 | 2ec984f1-1784-4b49-ae08-5f1e2e7be66b,10,4,,29453.0,79.0,0.0,79.0,2024-07-13 12:26:19
streaming-service        | CLI1 | Q1 | 8d49376f-ad4d-4b7f-b72d-6ed5358359c2,2,4,,219378.0,75.0,0.0,75.0,2024-07-13 12:32:37
streaming-service        | CLI1 | Q1 | 0e8decff-c5b5-4d9d-919b-674e42516533,2,3,,294875.0,78.5,0.0,78.5,2024-07-13 12:34:35
streaming-service        | CLI1 | Q1 | 93e6a8b3-a431-483c-aa13-87041e9a4aeb,4,4,,,76.5,0.0,76.5,2024-07-13 12:35:08
streaming-service        | CLI1 | Q1 | c5888674-6f66-496d-bbbc-5491ada48c7c,6,1,,,79.5,0.0,79.5,2024-07-13 12:36:53
streaming-service        | CLI1 | Q1 | 4539bae7-39e2-44a3-845c-536f3697449f,6,4,,,75.0,0.0,75.0,2024-07-13 12:40:09
streaming-service        | CLI1 | Q1 | a364ca3d-ae9e-4672-b93b-dceb576a83c6,7,2,,294941.0,77.0,0.0,77.0,2024-07-13 12:40:29
streaming-service        | CLI1 | Q1 | ac6337a5-7207-46b0-8e0b-1cc85038817e,7,4,,,75.5,0.0,75.5,2024-07-13 12:40:52
streaming-service        | CLI1 | Q1 | 26ffeea8-f310-4d2f-a109-615ed9c9d806,8,5,,,75.0,0.0,75.0,2024-07-13 12:41:14
streaming-service        | CLI1 | Q1 | 953daa96-5d49-4a7d-bb69-9cc353d52912,3,2,,,78.5,0.0,78.5,2024-07-13 12:43:48
streaming-service        | CLI1 | Q1 | b2376a8e-4141-40a6-b6da-bca58e0433a0,1,4,,294978.0,77.0,0.0,77.0,2024-07-13 12:44:11
streaming-service        | CLI1 | Q1 | b59f09f7-48d4-4619-be91-e94ec5254d73,8,1,,,87.0,0.0,87.0,2024-07-13 12:50:03
streaming-service        | CLI1 | Q1 | 4af66810-ba88-4b72-90d2-862829a74ec1,1,3,,295053.0,87.0,0.0,87.0,2024-07-13 12:53:20
streaming-service        | CLI1 | Q1 | 2f9020b5-d998-4e4a-8ec0-229a14cf68b5,4,3,,111473.0,76.0,0.0,76.0,2024-07-13 12:55:18
streaming-service        | CLI1 | Q1 | 426b57dd-34c2-4979-8676-78826d5e68f6,5,4,,295073.0,87.0,0.0,87.0,2024-07-13 12:55:25
streaming-service        | CLI1 | Q1 | 19ff193d-6c41-4777-bd07-b33a154e0c6a,6,4,,,75.0,0.0,75.0,2024-07-13 12:58:46
streaming-service        | CLI1 | Q1 | 7710d1bf-8f56-4b10-b6e2-b674e88f3c68,5,4,,,84.0,0.0,84.0,2024-07-13 12:59:15
streaming-service        | CLI1 | Q1 | aa64fae5-5642-43c8-9726-22e2d0b430af,8,1,,295108.0,84.0,0.0,84.0,2024-07-13 12:59:23
streaming-service        | CLI1 | Q1 | 4b7b8742-ef31-4684-8cbe-a1a2aaafbd15,6,2,,138902.0,75.0,0.0,75.0,2024-07-13 12:59:52
streaming-service        | CLI1 | Q1 | fe4ba980-d23d-4f74-958b-1a934223631c,3,1,,33098.0,85.5,0.0,85.5,2024-07-13 13:03:07
streaming-service        | CLI1 | Q1 | e7811368-45c8-401a-ab51-c2219310244a,5,2,,,75.0,0.0,75.0,2024-07-13 13:06:29
streaming-service        | CLI1 | Q1 | 11b25f35-158c-4666-8482-7c4d02831656,8,2,,295177.0,76.5,0.0,76.5,2024-07-13 13:08:24
streaming-service        | CLI1 | Q1 | b2c384b5-281d-44fc-9446-9df661ac3990,5,4,,250766.0,78.0,0.0,78.0,2024-07-13 13:14:23
streaming-service        | CLI1 | Q1 | 0b6bd644-a0d5-495a-a1ef-53410b3f0704,2,5,,107948.0,78.0,0.0,78.0,2024-07-13 13:16:21
streaming-service        | CLI1 | Q1 | 7cacad77-5d03-4072-a012-e74c72982da0,3,1,,,76.5,0.0,76.5,2024-07-13 13:17:14
streaming-service        | CLI1 | Q1 | 34432a8e-8591-4260-908a-7c51952a3918,5,2,,,78.5,0.0,78.5,2024-07-13 13:19:56
streaming-service        | CLI1 | Q1 | f94d32ac-7d03-4f38-9c83-3976f0b44c17,5,2,,,81.0,0.0,81.0,2024-07-13 13:21:18
streaming-service        | CLI1 | Q1 | 25a92b68-9caf-4f53-870d-fbaa11b16dc4,10,4,,285485.0,76.5,0.0,76.5,2024-07-13 13:22:38
streaming-service        | CLI1 | Q1 | 6f995f17-0526-4dfe-9430-07c63730149b,6,3,,69289.0,78.0,0.0,78.0,2024-07-13 13:22:44
streaming-service        | CLI1 | Q1 | c490fd61-6396-4d91-a2f3-533cec21ea8d,10,5,,295308.0,76.5,0.0,76.5,2024-07-13 13:24:12
streaming-service        | CLI1 | Q1 | dcb961ec-4aea-4a88-822d-45e6a368c26b,6,5,,,81.0,0.0,81.0,2024-07-13 13:24:18
streaming-service        | CLI1 | Q1 | 119999ed-c7e0-4333-bd4a-a566f4723e39,3,1,,295333.0,84.0,0.0,84.0,2024-07-13 13:27:11
streaming-service        | CLI1 | Q1 | 9d96ab5f-2781-4f29-9eb1-fc3f73bfc030,2,2,,,77.5,0.0,77.5,2024-07-13 13:31:44
streaming-service        | CLI1 | Q1 | 1459b731-cf08-4e5b-870f-9c419d72d6d3,8,2,,,75.0,0.0,75.0,2024-07-13 13:34:05
streaming-service        | CLI1 | Q1 | 96bcc59b-759c-4f40-9ea1-800b6caf6329,1,4,,,77.0,0.0,77.0,2024-07-13 13:34:20
streaming-service        | CLI1 | Q1 | 57334f54-161a-4b33-98cb-07049fefd70b,1,2,,,75.0,0.0,75.0,2024-07-13 13:34:46
streaming-service        | CLI1 | Q1 | b272d0c1-3a93-4f8d-9f85-970147b7ae83,8,4,,16785.0,75.5,0.0,75.5,2024-07-13 13:36:14
streaming-service        | CLI1 | Q1 | 797017a1-315f-4e73-a33d-54d829a341ca,6,4,,112654.0,76.0,0.0,76.0,2024-07-13 13:36:52
streaming-service        | CLI1 | Q1 | 88974c15-8a6d-443e-a53f-e5ae0d3c0943,4,2,,,79.5,0.0,79.5,2024-07-13 13:38:17
streaming-service        | CLI1 | Q1 | 13d34814-5a8a-455d-8969-4542b7b7c3a2,9,1,,,82.5,0.0,82.5,2024-07-13 13:39:27
streaming-service        | CLI1 | Q1 | 48642b87-c4d5-464d-819b-4d84b35e2710,8,5,,,75.0,0.0,75.0,2024-07-13 13:39:40
streaming-service        | CLI1 | Q1 | a7e4b48a-a71a-42e0-bbd8-816cfb58c255,8,1,,,78.0,0.0,78.0,2024-07-13 13:39:59
streaming-service        | CLI1 | Q1 | 0802498f-5040-4ad5-9088-6945c15c8dfa,5,2,,,75.0,0.0,75.0,2024-07-13 13:41:24
streaming-service        | CLI1 | Q1 | c3132606-1812-479d-aa08-aa6843e2190b,2,3,,152476.0,75.0,0.0,75.0,2024-07-13 13:42:17
streaming-service        | CLI1 | Q1 | 4d4e1e85-9d0e-4c94-b3ad-050e821a5546,7,2,,113613.0,76.0,0.0,76.0,2024-07-13 13:42:41
streaming-service        | CLI1 | Q1 | 1621ae4f-d02b-4647-a019-6f1eda7ac516,3,3,,183942.0,78.0,0.0,78.0,2024-07-13 13:45:24
streaming-service        | CLI1 | Q1 | 4c9654f8-16e3-489e-b7aa-4882c6edf802,2,3,,,75.0,0.0,75.0,2024-07-13 13:47:52
streaming-service        | CLI1 | Q1 | 6a6c416e-d802-4323-bf2f-a3b00cb5bfd0,10,5,,,75.0,0.0,75.0,2024-07-13 13:48:48
streaming-service        | CLI1 | Q1 | ee11cbc9-78b5-4632-bbce-85f3446dc803,9,4,,43419.0,76.5,0.0,76.5,2024-07-13 13:49:30
streaming-service        | CLI1 | Q1 | 78f89c11-946a-4402-b8f9-a4319b8520ad,3,1,,,75.0,0.0,75.0,2024-07-13 13:50:37
streaming-service        | CLI1 | Q1 | 45aad5f6-6c8b-4260-9423-eaa22631e382,5,3,,295526.0,78.0,0.0,78.0,2024-07-13 13:51:34
streaming-service        | CLI1 | Q1 | ef54dcfa-9e8b-461a-88e2-872382b65136,1,4,,,75.0,0.0,75.0,2024-07-13 13:54:11
streaming-service        | CLI1 | Q1 | fdd915df-1b11-45a4-afc9-97bbbe361844,6,5,,225283.0,84.0,0.0,84.0,2024-07-13 13:54:22
streaming-service        | CLI1 | Q1 | 6f8f15c3-3110-4ad1-acd8-d1dbf9e568f6,10,4,,295546.0,78.0,0.0,78.0,2024-07-13 13:54:56
streaming-service        | CLI1 | Q1 | 0cacbe67-6c8f-45ec-ba72-a441092908f4,7,2,,,81.0,0.0,81.0,2024-07-13 13:56:55
streaming-service        | CLI1 | Q1 | d00f8f72-ad86-4bfa-91de-e9241f782115,4,4,,,82.5,0.0,82.5,2024-07-13 14:00:06
streaming-service        | CLI1 | Q1 | df398043-822d-47f7-9c2a-1b847ab843a1,7,3,,,75.0,0.0,75.0,2024-07-13 14:00:47
streaming-service        | CLI1 | Q1 | 83fad71c-232c-4310-99aa-245405319228,3,4,,,75.5,0.0,75.5,2024-07-13 14:11:18
streaming-service        | CLI1 | Q1 | 5dfde068-6454-4970-986d-098eab36fa1b,9,4,,116461.0,76.5,0.0,76.5,2024-07-13 14:11:52
streaming-service        | CLI1 | Q1 | 70854d26-5b21-4743-9833-6f68398cf03e,8,5,,144245.0,78.0,0.0,78.0,2024-07-13 14:14:55
streaming-service        | CLI1 | Q1 | a6297957-b102-44c6-90b7-b2ae2c7c6f14,10,3,,,76.5,0.0,76.5,2024-07-13 14:23:28
streaming-service        | CLI1 | Q1 | f17f6e02-35ec-4d47-ae81-7e46cb305369,1,4,,,84.0,0.0,84.0,2024-07-13 14:25:22
streaming-service        | CLI1 | Q1 | 03e37f8e-49c3-493f-8df9-dbd3dafce044,7,2,,,77.0,0.0,77.0,2024-07-13 14:30:08
streaming-service        | CLI1 | Q1 | 167619bf-d5cf-4b23-aad7-5cd9b3339f7f,2,2,,295792.0,81.0,0.0,81.0,2024-07-13 14:30:41
streaming-service        | CLI1 | Q1 | 4e76c546-9c32-434e-b127-b633494117ee,8,1,,,75.0,0.0,75.0,2024-07-13 14:31:33
streaming-service        | CLI1 | Q1 | 64ea8c7b-a582-427d-956e-80baa5c8218d,7,1,,295798.0,75.0,0.0,75.0,2024-07-13 14:31:54
streaming-service        | CLI1 | Q1 | b4f94c6b-f895-4d19-98fe-b1b80c46c937,1,2,,295800.0,82.5,0.0,82.5,2024-07-13 14:32:35
streaming-service        | CLI1 | Q1 | f7ac5e1c-d493-4579-b907-362d86ce202e,9,2,,239284.0,78.5,0.0,78.5,2024-07-13 14:33:24
streaming-service        | CLI1 | Q1 | 92568be9-d93c-48c5-831a-df926dbd7b8a,3,4,,270556.0,75.5,0.0,75.5,2024-07-13 14:34:05
streaming-service        | CLI1 | Q1 | f62cabea-3920-4dce-85cb-4ba36e9da187,9,1,,295819.0,79.0,0.0,79.0,2024-07-13 14:34:16
streaming-service        | CLI1 | Q1 | a3d39656-6e32-45fe-be71-ad5c5ef9927a,5,3,,270248.0,79.5,0.0,79.5,2024-07-13 14:37:22
streaming-service        | CLI1 | Q1 | a103ec3a-11fb-4c95-9913-d2a784b0572c,6,3,,295865.0,75.5,0.0,75.5,2024-07-13 14:39:12
streaming-service        | CLI1 | Q1 | 27b152f0-197b-432a-9605-eb096f23c654,7,2,,33925.0,78.5,0.0,78.5,2024-07-13 14:43:21
streaming-service        | CLI1 | Q1 | 4a0fd0b2-3399-4fa6-aafa-95d23abdcc49,3,1,,140160.0,78.0,0.0,78.0,2024-07-13 14:43:23
streaming-service        | CLI1 | Q1 | c60272e4-2245-4723-b94a-eb74730fabd0,1,1,,,88.5,0.0,88.5,2024-07-13 14:45:16
streaming-service        | CLI1 | Q1 | 12a7b1f8-c9fc-456b-a653-717b59884808,5,4,,,76.0,0.0,76.0,2024-07-13 14:45:34
streaming-service        | CLI1 | Q1 | a60c90d4-ff0c-4048-a0ba-b2c2ff1b96c3,7,5,,295928.0,75.5,0.0,75.5,2024-07-13 14:48:42
streaming-service        | CLI1 | Q1 | 87727757-bafa-4786-92ef-2280a8f72967,6,5,,,75.0,0.0,75.0,2024-07-13 14:50:54
streaming-service        | CLI1 | Q1 | 39303b09-dd2a-4bba-915b-2308c16113d3,8,5,,,81.0,0.0,81.0,2024-07-13 14:57:46
streaming-service        | CLI1 | Q1 | db72671a-0ffa-4efc-a707-37c299070a63,4,2,,79645.0,79.5,0.0,79.5,2024-07-13 15:06:09
streaming-service        | CLI1 | Q1 | a2d912fe-9a20-4044-b7b6-51dda815751a,8,1,,296039.0,76.5,0.0,76.5,2024-07-13 15:07:23
streaming-service        | CLI1 | Q1 | d1988af3-cfff-42e4-ac73-622200e8f75b,3,4,,110434.0,75.0,0.0,75.0,2024-07-13 15:08:59
streaming-service        | CLI1 | Q1 | 5124fb76-0e36-4ac0-8f6e-eda8c4dc1475,10,3,,296069.0,76.0,0.0,76.0,2024-07-13 15:12:39
streaming-service        | CLI1 | Q1 | ce33c5a3-c1d8-479c-b1c1-6dcc4c76f854,10,3,,,82.5,0.0,82.5,2024-07-13 15:23:31
streaming-service        | CLI1 | Q1 | 431e98c3-c658-4eb7-be03-45e75699ec65,5,5,,,75.0,0.0,75.0,2024-07-13 15:26:37
streaming-service        | CLI1 | Q1 | c788f8cf-1a4f-4671-8a56-7f3ac7663482,2,4,,,78.5,0.0,78.5,2024-07-13 15:30:27
streaming-service        | CLI1 | Q1 | bddf2f61-a2f4-4949-a0d9-a2f638b6d361,1,4,,,75.0,0.0,75.0,2024-07-13 15:30:42
streaming-service        | CLI1 | Q1 | f74a6f27-64bd-450c-b891-2432ed4d723e,2,4,,296142.0,75.0,0.0,75.0,2024-07-13 15:32:48
streaming-service        | CLI1 | Q1 | b80a7860-ac0c-4d14-be5b-47cbdb13beb7,3,4,,,87.0,0.0,87.0,2024-07-13 15:36:48
streaming-service        | CLI1 | Q1 | 60ad3fca-c858-4945-b37d-7db59ff4087d,3,4,,207117.0,78.0,0.0,78.0,2024-07-13 15:37:33
streaming-service        | CLI1 | Q1 | 926006d7-4572-4882-8778-de7d8e047450,5,1,,276940.0,77.0,0.0,77.0,2024-07-13 15:39:20
streaming-service        | CLI1 | Q1 | 6b5550f6-4a33-4c15-9856-278ed31a18d4,5,4,,,84.0,0.0,84.0,2024-07-13 15:51:54
streaming-service        | CLI1 | Q1 | d3eb0b8b-c6c7-47f1-a7e3-3d33b991bfb1,5,3,,296223.0,85.5,0.0,85.5,2024-07-13 15:56:24
streaming-service        | CLI1 | Q1 | 5120f00a-ecde-46a3-be34-46431e4197f9,3,3,,,78.0,0.0,78.0,2024-07-13 15:59:25
streaming-service        | CLI1 | Q1 | a76bb9c8-a9d8-471c-bc4d-f84e23b61793,4,3,,164555.0,75.5,0.0,75.5,2024-07-13 16:04:28
streaming-service        | CLI1 | Q1 | c8de1611-3c87-46c3-a5db-cd0f407b3493,7,3,,,76.5,0.0,76.5,2024-07-13 16:06:45
streaming-service        | CLI1 | Q1 | 71bcae60-c104-44f8-8b50-98f55fe00024,8,3,,151187.0,76.5,0.0,76.5,2024-07-13 16:16:43
streaming-service        | CLI1 | Q1 | 9f9b4296-4bb5-46b9-8bf1-19f8f8333e89,8,2,,153110.0,78.0,0.0,78.0,2024-07-13 16:18:03
streaming-service        | CLI1 | Q1 | 7157020e-c138-4d90-a7e2-5d8e55d67a28,6,2,,296281.0,78.0,0.0,78.0,2024-07-13 16:19:58
streaming-service        | CLI1 | Q1 | a5302cb9-f6ad-44ae-90b4-f3bd54784c8e,4,5,,,78.0,0.0,78.0,2024-07-13 16:22:39
streaming-service        | CLI1 | Q1 | 998635e8-93e4-4893-a8b5-97cbb200ba7e,7,3,,,75.0,0.0,75.0,2024-07-13 16:27:10
streaming-service        | CLI1 | Q1 | e68d075c-dd9a-4cc2-a9da-64d3c47a6498,9,5,,,76.5,0.0,76.5,2024-07-13 16:33:17
streaming-service        | CLI1 | Q1 | d9f4cd06-4beb-486f-a570-d0b08cffdb7f,6,2,,,81.0,0.0,81.0,2024-07-13 16:52:11
streaming-service        | CLI1 | Q1 | 76889eec-6b9a-4dc3-a101-cc9e86d900ea,8,1,,211342.0,76.5,0.0,76.5,2024-07-13 17:05:40
streaming-service        | CLI1 | Q1 | 314f7141-18de-44ac-87ca-bbdb842c63ec,4,1,,156098.0,81.0,0.0,81.0,2024-07-13 17:19:40
streaming-service        | CLI1 | Q1 | 1a709f50-a88e-4529-8012-19b06a59114b,4,3,,162932.0,85.5,0.0,85.5,2024-07-13 17:43:16
streaming-service        | CLI1 | Q1 | 9e4f9f2a-8ad8-4f48-b288-288928579016,4,5,,,77.5,0.0,77.5,2024-07-13 17:45:43
streaming-service        | CLI1 | Q1 | bc22603f-a186-4b9c-99e1-608200b23e05,5,2,,,78.0,0.0,78.0,2024-07-13 17:56:40
streaming-service        | CLI1 | Q1 | 7196e1b0-9bf9-4800-a3c2-e14d2cbf8980,8,2,,134845.0,76.5,0.0,76.5,2024-07-13 18:03:12
streaming-service        | CLI1 | Q1 | 6175e5f6-6f61-4bf5-b516-313841eea2cb,10,2,,249265.0,76.5,0.0,76.5,2024-07-13 18:35:06
streaming-service        | CLI1 | Q1 | 110b91e8-72c0-4541-a6bf-d7e593068226,6,3,,,76.5,0.0,76.5,2024-07-13 18:52:00
streaming-service        | CLI1 | Q1 | 187652b1-0c2e-4c50-b617-8f9d9010846f,1,3,,267951.0,84.0,0.0,84.0,2024-07-13 18:55:10
streaming-service        | CLI1 | Q1 | 724a8c1e-8b3d-469c-a1bf-8dd420070921,6,5,,,79.5,0.0,79.5,2024-07-14 07:29:22
streaming-service        | CLI1 | Q1 | 35424d49-a012-4820-a5c0-4e5c451534d1,2,1,,14391.0,78.0,0.0,78.0,2024-07-14 08:28:47
streaming-service        | CLI1 | Q1 | 11be7fba-c887-4045-9c14-8a369c8136ca,4,3,,120693.0,84.0,0.0,84.0,2024-07-14 08:29:02
streaming-service        | CLI1 | Q1 | fdfcfea7-c44d-4914-968a-df2be45b8210,1,3,,296667.0,75.0,0.0,75.0,2024-07-14 08:34:22
streaming-service        | CLI1 | Q1 | b3c4f308-0afa-472c-b5df-5c95fe28d871,9,2,,,82.5,0.0,82.5,2024-07-14 08:39:29
streaming-service        | CLI1 | Q1 | 9b0e5aa4-5ee4-41b2-b303-b229a965d17f,8,2,,133177.0,75.0,0.0,75.0,2024-07-14 08:48:51
streaming-service        | CLI1 | Q1 | 67887665-6128-4409-8566-5bab314190ad,2,1,,296702.0,81.0,0.0,81.0,2024-07-14 08:48:52
streaming-service        | CLI1 | Q1 | 36c777df-1099-4dd5-929b-25f1b4460cc7,8,3,,,85.5,0.0,85.5,2024-07-14 08:54:35
streaming-service        | CLI1 | Q1 | 662d7076-080b-4db1-9a73-29e1bc33fe7a,8,1,,129083.0,76.5,0.0,76.5,2024-07-14 09:05:07
streaming-service        | CLI1 | Q1 | d3bf3b13-e5d4-4292-ade1-12b19f719812,8,2,,196555.0,75.0,0.0,75.0,2024-07-14 09:12:32
streaming-service        | CLI1 | Q1 | fca64e77-c536-41ac-a3af-3ecca653a9f5,1,3,,,75.0,0.0,75.0,2024-07-14 09:15:55
streaming-service        | CLI1 | Q1 | 625ffcb3-3eb8-4884-8723-e9bd203487a9,2,4,,69939.0,79.0,0.0,79.0,2024-07-14 09:16:29
streaming-service        | CLI1 | Q1 | dac16108-2a61-4091-ad9e-7665032623dc,3,5,,296804.0,75.0,0.0,75.0,2024-07-14 09:22:22
streaming-service        | CLI1 | Q1 | 075a860a-f7c9-45a3-9063-0fa024bf60f8,4,5,,,88.5,0.0,88.5,2024-07-14 09:25:27
streaming-service        | CLI1 | Q1 | fe9540c5-f2aa-4c81-8c1e-2a91d5b03287,8,2,,296830.0,76.5,0.0,76.5,2024-07-14 09:27:12
streaming-service        | CLI1 | Q1 | 470961e6-f114-4c43-b554-5e1f05beed5f,3,5,,,75.0,0.0,75.0,2024-07-14 09:27:33
streaming-service        | CLI1 | Q1 | 5b6d0f07-e468-4269-ae72-443bcc3c5549,10,3,,,78.0,0.0,78.0,2024-07-14 09:31:26
streaming-service        | CLI1 | Q1 | e31fbcaf-5b4f-4894-9485-67da171539f7,5,5,,,78.5,0.0,78.5,2024-07-14 09:31:29
streaming-service        | CLI1 | Q1 | b9920960-c2b3-4306-9af3-2282101f244e,7,5,,296932.0,84.0,0.0,84.0,2024-07-14 09:48:49
streaming-service        | CLI1 | Q1 | 548c4b79-27a4-481b-84c9-673844b8fc03,9,5,,,76.5,0.0,76.5,2024-07-14 10:00:50
streaming-service        | CLI1 | Q1 | 24d66431-99ef-4005-83a5-7a059776a9f8,8,5,,,76.5,0.0,76.5,2024-07-14 10:02:20
streaming-service        | CLI1 | Q1 | d8e8f2a2-c46e-45f4-8590-a62c4e24985e,10,4,,157185.0,80.0,0.0,80.0,2024-07-14 10:08:20
streaming-service        | CLI1 | Q1 | cffab047-e23e-4003-9288-b7262eff0a15,10,2,,,82.5,0.0,82.5,2024-07-14 10:14:30
streaming-service        | CLI1 | Q1 | a75774ac-af5f-42c8-9b1e-ecf8f9d23f1b,10,2,,,85.5,0.0,85.5,2024-07-14 10:14:56
streaming-service        | CLI1 | Q1 | 35ca3370-8803-4236-b840-37e2ac25aaa2,9,4,,,78.0,0.0,78.0,2024-07-14 10:18:31
streaming-service        | CLI1 | Q1 | 362a9461-6dfe-4f50-9c14-6eea23f05808,8,5,,271811.0,75.5,0.0,75.5,2024-07-14 10:18:40
streaming-service        | CLI1 | Q1 | 2cb31a53-71bb-4b1d-907a-d92a06b263af,8,3,,,75.5,0.0,75.5,2024-07-14 10:27:45
streaming-service        | CLI1 | Q1 | 27795109-0688-4d0e-925c-43e7d3a4c7c6,2,1,,77382.0,84.0,0.0,84.0,2024-07-14 10:38:27
streaming-service        | CLI1 | Q1 | 6b492ee8-4e5e-4df2-83f3-e788301ed94a,5,1,,297236.0,75.0,0.0,75.0,2024-07-14 10:40:21
streaming-service        | CLI1 | Q1 | 52324a1d-5053-46ae-aad6-35794f20dedf,3,2,,81215.0,77.0,0.0,77.0,2024-07-14 10:42:49
streaming-service        | CLI1 | Q1 | 24249b53-e0e6-4c43-952b-a539831d7a70,6,5,,,75.0,0.0,75.0,2024-07-14 10:43:30
streaming-service        | CLI1 | Q1 | b120e07e-27ed-4fc3-b970-448865bffdcf,7,3,,297272.0,84.0,0.0,84.0,2024-07-14 10:44:21
streaming-service        | CLI1 | Q1 | 8bbf353e-7555-454e-9cee-4fe9b291548f,8,2,,,82.5,0.0,82.5,2024-07-14 10:48:13
streaming-service        | CLI1 | Q1 | efd06082-ac14-4565-804c-17dda8564224,8,2,,236600.0,75.0,0.0,75.0,2024-07-14 10:48:20
streaming-service        | CLI1 | Q1 | 2b45ade4-fac2-45a8-b4a7-bc09f443e991,4,3,,96457.0,77.0,0.0,77.0,2024-07-14 10:49:27
streaming-service        | CLI1 | Q1 | 8a275ad4-1151-4716-af43-1deb24ac9197,10,3,,297317.0,75.0,0.0,75.0,2024-07-14 10:50:40
streaming-service        | CLI1 | Q1 | b9e0f366-e1cf-4985-b2b5-c508df43ae0e,9,1,,,76.5,0.0,76.5,2024-07-14 10:52:22
streaming-service        | CLI1 | Q1 | 81c99cb3-3958-4e7e-9a75-0ecebb03ff36,1,2,,,79.5,0.0,79.5,2024-07-14 10:56:03
streaming-service        | CLI1 | Q1 | dadeb3dd-566c-4948-aa71-5cd6c5935f8a,2,4,,24711.0,75.0,0.0,75.0,2024-07-14 10:58:47
streaming-service        | CLI1 | Q1 | 25b95333-ce9c-4034-8aa9-cba5b80ee231,9,1,,25596.0,77.5,0.0,77.5,2024-07-14 11:04:42
